rating,job_title,company,location,salary,lat,lng,AI,AWS,Azure,Big-Data,C/C++,Data-Analysis,Data-Mining,Data-Warehouse,Hadoop,Hive,Java,Kafka,Linux,MATLAB,Machine-Learning,Microsoft-Office,Microsoft-SQL-Server,Natural-Language-Processing,NoSQL,Oracle,Pig,Python,R,SAS,SQL,Scala,Scripting,Spark,Tableau,TensorFlow
,Sr Business Analyst,CANSofttech,"Reston, VA",,"38.929947,",-77.549683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Data Management Analyst,Cathexis,0,,"39.5216567,",-119.8171689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Sr. Data and Reporting Analyst,Magellan Health,0,,"38.747115,",-90.4657974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
,Business Analysts,Teksky,"Sterling, VA 20164",,"38.9960864,",-77.5569041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Healthcare Data Analysts,Lifecare Management Partners,"Annandale, VA",,"39.1298758,",-76.7959961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst II/III (Membership Acquisition),Navy Federal Credit Union,"Merrifield, VA 22118",,"39.041379,",-96.8326892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sr. Oracle Business Analyst,TriMech Services,"Verona, VA 24482",95000.0,"37.6577612,",-77.57470190000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
,Sr. Budget and Business Analyst - DoD,"Management Technology, Inc.","Arlington, VA",,"38.7978648,",-77.0016823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Senior Analyst, Data Strategy",Equinix,"Ashburn, VA 20147",,"39.7501072,",-104.99495690000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,New Product Analyst,InnoSource,"Danville, VA",,"40.0793301,",-83.13009770000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Logical Paradigm LLC,"Herndon, VA",,"38.967129,",-77.367622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sr. Business Analyst - Card Strategy,Capital One - US,0,,"33.4551489,",-94.0841658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Sr. Business Analyst - Customer Intelligence,Capital One - US,0,,"33.4551489,",-94.0841658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
,"Sr. Associate, Business Intelligence and Data Analytics",RSM US LLP,0,,"39.039828,",-94.58695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,"Senior Analyst, Business Intelligence (Brand Analytics)",Hilton Corporate,0,,"32.9588726,",-96.823167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,Jr. Data Analyst,Logistics Management Institute,0,,"37.0918096,",-76.4670789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
,Data Analyst,Logistics Management Institute,0,,"37.0918096,",-76.4670789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
,Business Analyst II/III (Membership Acquisition),Navy Federal Credit Union,0,,"39.041379,",-96.8326892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sr Associate Business Analyst - Deposit Pricing Strategy,Capital One - US,0,,"33.4551489,",-94.0841658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,"Sr. Business Analyst - Credit & CLIP, Walmart Partnership",Capital One - US,0,,"33.4551489,",-94.0841658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
,Data Analyst,Nolij Consulting,0,,"38.9284405,",-77.2468915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,SME Business Analyst: Must already have Secret clearance use...,"Intrepid, Inc.","Arlington, VA",,"34.731544,",-86.6781311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Equinix,"Ashburn, VA 20147",,"39.7501072,",-104.99495690000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sr. Product Analyst/Agile Product Owner,NeuStar,"Sterling, VA 20166",,"38.2703216,",-85.5714613,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Operational Risk Analyst II (HMDA Data and Reporting Analyst...,Navy Federal Credit Union,"Merrifield, VA 22118",,"39.041379,",-96.8326892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Quality Analyst Sr,"QTC Management, Inc.",United States,,"34.1090729,",-117.82457350000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,VA OIT - Business Process Analyst,Loch Harbour Group Inc,0,,"38.8184767,",-77.1376599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Business Analyst III,Windwalker Group,0,,"42.3281489,",-71.0725056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Program Analyst,US Department of Justice,0,73985.5,"38.893157,",-77.0250362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,ACE Business Analyst,Grant Thornton,0,,"37.7117243,",-97.2224516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Business Analyst,2nd Order Solutions,Virginia,,"37.6718983,",-77.5720797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Sr. Business Analyst, Fraud",Capital One - US,0,,"33.4551489,",-94.0841658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,Business Analyst I - 2020 Business Rotation,"Canon Virginia, Inc.",0,,"37.1019416,",-76.4722062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Sr. Business Analyst - Upgrades & Fraud, Walmart Partnership",Capital One - US,0,,"33.4551489,",-94.0841658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
,"Business Analyst | Richmond, VA",Photon,0,,"32.9135653,",-96.8903546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Smartfish,"Chesapeake, VA 23322",,"42.3490645,",-71.5712108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Financialforce PSA Consultant / Business Analyst - Re...,Platform 6 Ltd,United States,140000.0,"52.5070312,",-0.41523820000000006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Business Analyst-Knowledge Manager,Macro Solutions,"Arlington, VA 22201",,"38.895531,",-76.994737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
,"Data Analyst, R, SPSS, STATA - TS/SCI FS Poly",Merito Group,"Reston, VA 20190",,"38.9119272,",-77.2224625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Knowledge Management Specialist/Analyst - DoD SECRET Clearan...,"American Cyber, Inc.","Arlington, VA",80000.0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"ServiceNow Business Analyst, Quality Analyst",Concepts It,"Vienna, VA 22182",112500.0,"38.916109,",-77.23014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Operational Data Analyst,Mary Washington Healthcare,0,,"38.3108853,",-77.4832459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Quality Assurance Analyst,ICT SYSTEM PVT LTD,"Sterling, VA",,"24.897168,",67.077718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst,Modea,0,,"37.2275716,",-80.4132157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,Healthcare Data Analyst,Federal Advisory Partners,"Arlington, VA",,"38.8863497,",-77.0952071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Senior Business Analyst,2010,"Herndon, VA",,"37.09024,",-95.712891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Program Analyst,US Other Agencies and Independent Organizations,0,59154.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sr. Business Analyst & Scrum Master/B3 Sr. Analyst,B3 Group Inc,0,,"38.9523712,",-77.40322370000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst,"Social Solutions International, Inc.",0,,"39.0549786,",-77.11865859999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
,Information Assurance Policy Analyst SME,Kingfisher Systems,"Reston, VA",,"38.8628478,",-77.216986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sr Product Analyst,CWT,"Arlington, VA",,"36.7494938,",-95.97661219999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Lead Business Analyst,CareFirst BlueCross BlueShield,"Reston, VA",,"38.901131,",-77.00684100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sharepoint Analyst,ManTech,"Reston, VA",,"38.9556341,",-77.3890136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Lead Business Intelligence Reporting Specialist,"CGI Group, Inc.","Arlington, VA 22201",,"45.43494,",-75.6048154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Strategic Insights Manager,Navy Federal Credit Union,"Vienna, VA 22180",,"39.041379,",-96.8326892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Buchanan & Edwards,"Arlington, VA 22205 (Westover Village area)",,"38.895567,",-77.0719447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Analyst - Supply Chain (HQ),Lidl US,"Arlington, VA 22202 (Aurora Highlands area)",,"38.8437765,",-77.0521563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Business Analyst,Macro Solutions,"Arlington, VA 22201",,"38.895531,",-76.994737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
,Data Analyst - Training Supervisor (TS/SCI Required),Merito Group,"Reston, VA 20190",,"38.9119272,",-77.2224625,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
,Tableau Business Intelligence Analyst,Booz Allen Hamilton,0,,"39.3286922,",-94.9116672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Lead Management and Program Analyst,US Department of Homeland Security,0,125762.0,"39.2957,",-94.680862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst/Visualization Specialist,"Whitney, Bradley and Brown",0,,"38.9503519,",-77.35309129999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
,Data Analyst Manager,Fors Marsh Group,0,,"38.883503,",-77.11680799999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Data Analyst,"Technomics, Inc",0,,"38.86201399999999,",-77.050386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
,Data Analyst,Booz Allen Hamilton,0,,"39.3286922,",-94.9116672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Reporting Analyst,Virginia Tech,0,,"37.22838429999999,",-80.4234167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
,Data Analyst (Intermediate Level),Topline Group,"Lynchburg, VA",,"37.4318289,",-79.22066290000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Management and Program Analyst,US Department of Commerce,0,95910.0,"38.892678,",-77.032705,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,All Source (Counter Terrorism) Analyst Lead,Xator Corporation,"Crystal City, VA",,"38.9437209,",-77.3228402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst,Logistics Management Institute,0,,"37.0918096,",-76.4670789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
,"Sr. Business Analyst, Customer Resiliency",Capital One - US,0,,"33.4551489,",-94.0841658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,Business Performance and Data Analyst,Booz Allen Hamilton,0,,"39.3286922,",-94.9116672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,Data Analyst / Reporting Specialist (Specialist Or Sr. Speci...,WGL,0,,"38.8807495,",-77.0266878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
,Senior Data Analyst,Capital One - US,0,,"33.4551489,",-94.0841658,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
,Procurement Data Analyst,SOSi,0,,"38.9439929,",-77.3358494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst Training and Placement,Techpoint LLC,"Falls Church, VA",61000.0,"38.9073903,",-77.2144453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Data Analyst,Centauri,0,,"27.3702847,",-82.43345179999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Intelligence Analyst - Targeter-Data,Cleared Recruiters,"Alexandria, VA 22331",,"38.9144989,",-77.2195882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst/Collection Manager,Booz Allen Hamilton,0,,"39.3286922,",-94.9116672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,"ERP Business Analyst, Principal",ManTech,"Fort Belvoir, VA 22060",,"38.9556341,",-77.3890136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
,Senior Business Analyst,Capital One - US,0,,"33.4551489,",-94.0841658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,"Data Analyst, Logistics Support Function",IOV Solutions,"Arlington, VA",62500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analysis and Reporting Specialist,Pacific Life,0,,"39.114847,",-94.634652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Lead Business Analyst,Salient CRGT,0,,"29.3831409,",-98.5609755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst,Freedom First Credit Union,0,,"37.6311605,",-97.24742109999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Intelligence Analyst,ASRC Federal Holding Company,0,,"39.0654103,",-76.88785949999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Data Insight Analyst/Principal Data Insight Analyst,Northrop Grumman,0,,"32.9271581,",-97.0138089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Business Analyst,MAG Aerospace,0,,"34.6453873,",-86.75568309999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Intelligence Analyst,"Deltek, Inc.",0,,"26.749358,",-80.077923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Compliance Monitoring Program Data Analyst,Booz Allen Hamilton,0,,"39.3286922,",-94.9116672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Central Validation Analyst,"RetailData, LLC.","Glen Allen, VA 23060",,"37.6459993,",-77.5888556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst,College of William and Mary,0,,"37.2726983,",-76.7136619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
,Senior Business Analyst,JMA Solutions,0,,"38.8860203,",-77.0212355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Software Quality Experts,"Sterling, VA",,"38.9918771,",-77.4229074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
,Lead Intelligence Data Analyst,4DV Analytics,"Tysons, VA",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,All Source Counter Intelligence Analyst,TechINT Solutions Group (TSG),0,,"38.6688482,",-78.4136819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst,"CGI Group, Inc.",0,,"45.43494,",-75.6048154,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
,Intelligence Analyst SME 1,Perspecta,0,,"32.7580889,",-117.20708359999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Business Analyst - Pricing & Economics,Capital One - US,0,,"33.4551489,",-94.0841658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,"Data Analyst, Senior",Booz Allen Hamilton,0,,"39.3286922,",-94.9116672,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
,Data Analyst/Senior Data Analyst,The Rector & Visitors of the University of Virginia,0,52500.0,"38.0387022,",-78.5089551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst/Project Administrator,LMD Consulting,"Sterling, VA 20166",,"35.6523135,",-97.46606009999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst,Health Quality Innovators,0,,"37.639295,",-77.564215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
,Business Data Analyst,BRMi,0,,"38.9612906,",-77.0866478,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
,Data Visualization Analyst,"Eagle Technologies, Inc.","Arlington, VA",,"43.218339,",-87.927044,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
,Business Analyst,Huntington Ingalls Industries (HII-MDIS),0,,"36.9882362,",-76.4371783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analysis Manager,Capital One - US,0,,"33.4551489,",-94.0841658,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
,Data Analyst,Care IT Services,"Richmond, VA",,"26.0609043,",-80.253341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,Data Policy Analyst,Mitre Corporation,0,,"39.3178199,",-94.9138778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Staff Data Insight Analyst,Northrop Grumman,0,,"32.9271581,",-97.0138089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Business Analyst, Senior",Booz Allen Hamilton,0,,"39.3286922,",-94.9116672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Business Analyst,OPTIMISTIC WORLD CORP,"Herndon, VA",,"25.733785,",-80.23728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
,Strategic Business Analyst,ArcheMedX,"Charlottesville, VA",,"38.0303267,",-78.4803545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Mission Lane,"Richmond, VA",,"33.2254868,",-117.3070679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,Business Analyst,REI Systems,0,,"38.9839257,",-77.4326623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Laboratory Data Analyst,Tentamus North America,"Fredericksburg, VA 22408",,"38.2454598,",-77.49587340000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Fulcrum Co.,"Centreville, VA",,"38.8429036,",-77.4392607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst/Evaluator,Economic Systems Inc. (EconSys),"Falls Church, VA",,"38.8615057,",-77.2182481,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,"Business Analyst, Senior",Applied Memetics LLC,0,,"38.8806223,",-77.11095909999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst,Casepoint,"Tysons, VA",,"38.9195302,",-77.21960279999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Analyst,"Evanhoe & Associates, Inc.","McLean, VA 22102",,"39.782253,",-84.1210229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Business Analyst,ValidaTek,0,,"38.92489,",-77.23059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Functional Data Analyst,Patriot Enterprises LLC,0,,"38.8040081,",-77.0630123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Junior Data Analyst,"Dynamis, Inc","Crystal City, VA",,"38.8641927,",-77.2295797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0
,Business Analyst,Discover Technologies,0,,"38.9522785,",-77.4032159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analysts,Solovis,"Charlottesville, VA",,"32.8585574,",-96.9288379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst (i360),KOCH INDUSTRIES INC,0,,"37.751444,",-97.288656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
,Business Analyst,Insight Systems Corporation,0,,"38.8938808,",-77.0715055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst III - F33631,SyApps LLC,0,,"38.9535692,",-77.4247069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
,Data Analyst,NetImpact Strategies,0,,"38.90775,",-77.208235,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,Data Analyst,Peraton,0,,"38.956455,",-77.399457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
