job_title,rating,average,company,reviews,location,desc,datepost
Business Analyst - Grantmaking Solutions,3.6,89349,Blackbaud,103,"New York, NY 10261","About Blackbaud:


At Blackbaud, we’re here to help good take over. We lead uniquely at the intersection point of technology and social good, providing cloud software, services, expertise, and data intelligence that empowers and connects people to drive impact for social good. We serve the entire social good community, which includes nonprofits, higher education institutions, K-12 schools, healthcare organizations, faith communities, arts and cultural organizations, foundations, companies, and the individual change agents who support them. With millions of users in 100+ countries, our vision is to power an Ecosystem of Good® that builds a better world. Our customers are passionate about making the world a better place, and we’re inspired by the opportunity to help them raise resources, deliver programs, manage operations, and understand their outcomes.


The Business Analyst is responsible for the delivery of implementation, consulting, and training services to clients. In many cases, the Consultant is our clients’ primary touchpoint with Blackbaud post-sale, and thus is often the single biggest driver of our clients’ satisfaction and overall experience with Blackbaud. Business Analysts will independently manage a caseload of a dozen to twenty or more client projects, and must have a Client Service mentality: a consistently professional attitude in all relationships, and a commitment to quality, customer service, and a positive work environment.


Key Areas of Responsibility:
Live on the leading edge of products and services; must have an ‘early adopter’ mentality in mastering the Blackbaud product suite
Assist clients with the implementation and configuration of their Blackbaud software, and advise clients on best practices for doing so
Build long-term client relationships by ensuring that assigned projects are completed in a timely and thorough manner
Bring to bear your exceptional analytical and technical skills to solve complex and potentially ambiguous problems, as well as the ability to patiently articulate options to non-technical audiences (your clients)
Share your expert product knowledge as a trainer: lead online group training classes, as well as more personalized one-on-one training sessions
Advocate for your clients internally within Blackbaud to resolve issues: as a technical expert and as a liaison to RDO and support, product management, sales, marketing and management
Commit to continuous improvement: document what works for you (or improve the existing tools and reference materials) and share it across the organization
Work closely with project managers to develop project plans and cost estimates
All other duties and responsibilities as assigned
Requirements & Skills:
Aptitude, interest, and experienced in exceptional Client Service delivery
Positive, professional attitude and work ethic, with a commitment to continuous learning and personal development
Comfortable and engaging presentation skills with large groups in various settings: online, in a live classroom, or at user groups and conferences
Exceptional analytical, conceptual, and people skills
Excellent communicator of verbal and written content, with an attention to detail
Able to negotiate and influence others to action
Proven organizational and multitasking skills, with the ability to effectively prioritize and balance workload
Microsoft Office super-user
Ability to handle confidential client and company information
Ability to travel; primarily domestic & Canada
Education and Experience:
Bachelor’s degree or equivalent work experience
1 - 3 years of prior consulting, training, or equivalent business experience
Knowledge of grants management, foundation/non-profit operations, and the company’s products preferred
Why you'll want to come work here:
Our benefits are unmatched. Not only do we offer competitive salaries, 4 weeks paid time off, tuition reimbursement, and 401K match, we also provide endless community involvement opportunities to encourage our employees to give back, through our CSR programs like gift matching and volunteer for vacation.
Blackbaud has been named to Forbes America's Best Employers for Diversity 2019, Forbes America’s Best Midsize Employer 2019, and AnitaB.org's Top Companies for Women Technologists 2018, we are rapidly growing and offer incredible opportunity for career advancement!
We understand that people thrive in a culture focused on teamwork and purpose. That's why Blackbaud offers a tremendous company culture, encouraging open, collaborative working environments in all of our offices around the world, including; North America, Australia, the United Kingdom and Costa Rica.
We have proven that we are one of the best technology companies to work for. Blackbaud has been ranked Best Technology Company in Charleston, SC for the fourth year in a row, and ranked by BuiltIn Austin as one of the Best Places to Work in Austin, TX.
Stay up to date on everything Blackbaud, follow us on Linkedin, Twitter, Instagram, Facebook and YouTube


Blackbaud is proud to be an equal opportunity employer and is committed to maintaining a diverse and inclusive work environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, physical or mental disability, age, or veteran status or any other basis protected by federal, state, or local law.


To all recruitment agencies: We do not accept unsolicited agency resumes and are not responsible for any fees related to unsolicited resumes.",
Senior Business Intelligence Analyst,,0,,,,,2
Business Analyst,3.4,75000,ThoughtFocus,21,"New York, NY 10001","Job Description:
Required Education, Skills and Experience
Should have 6 - 10 years of experience
Background in the Finance Industry (Buy Side) i.e. Hedge Funds/Private Equity
Experience in CLO
Who We Are
ThoughtFocus is a privately held IT services, software engineering and business process management firm with offices in the US, India and the Philippines. It helps clients in the financial services, manufacturing, education, aerospace and technology industries with their key business and technology challenges. ThoughtFocus brings critical program acceleration to client initiatives while minimizing costs and risks with intellectual capital, technical and process frameworks, operating models and software infrastructure.
We have 1,800+ professionals globally and are growing rapidly across all office locations. In the US, ThoughtFocus has offices in California, New York, New Jersey, Wisconsin, Georgia and Texas. As an organization, ThoughtFocus strives to build lasting relationships. ThoughtFocus was founded in 2004 and continues to be an employee-owned company with a minority investment from the Blackstone Group.
Affirmative Action Statement
ThoughtFocus adheres to a policy that prohibits discrimination on the basis of race, color, sex, sexual orientation, gender identity, religion, creed, national or ethnic origin, citizenship status, age, disability, veteran status, or any other legally protected class.",30
Mortgage Data & Collateral Analyst,3.2,0,Global Atlantic Financial Group,23,"New York, NY",,30
CRM & Data Analytics Associate,3.8,0,Insperity,231,"New York, NY","The legendary Apollo Theater—the soul of American culture and Harlem’s artistic town square—plays a vital role in cultivating emerging artists and launching legends. Since its founding, the Apollo has served as a creative and dynamic nexus of culture, race, and society. As both educator and entertainer, the Apollo is globally recognized for its articulation and projection of the African American narrative, commissioning, presenting, and convening public discourse for Harlem, the city of New York, and the world.

CRM and Analytics Associate

This position is responsible for providing oversight of the Apollo Theater’s customer focused portfolio of digital systems that support ticketing, customer relationship management (CRM), email, website, survey, direct mail and digital promotions functions for the institution, with a focus on reporting, quality control improvements, and customer satisfaction. This position reports to the Senior Director of Marketing.

Responsibilities:
Manipulate data to pull reports and customer list queries to optimize performance of marketing campaigns.
Analyze and report on surveys, sales and marketing campaigns.
Distribute and track sales attribution ticketing links and conversion tracking pixels.
Identify and analyze sales trends, and present data clearly both written and verbally.
Coordinate the Apollo’s email marketing efforts, including messaging and brand adherence, trafficking of proofs, and implementation of the department’s automated e-mail marketing system.
Submit reports to Senior Director of Marketing considering progress to goals for online sales conversation, website visitation, video viewership, social media growth and other key metrics.
Monitor the ApolloTheater.org and Ticketmaster.com website information for accuracy control and send change requests as needed.
Ensure quality control on all interactions with Apollo customers and donors that involve the customer relations database.
Investigate customer complaints and recommend resolutions.
Manage categories for mailing lists, prospects, special invitations, interests, ticket-buying history and other attributes that would allow identification for groups of potential ticket buyers and donors.
Supply database login credentials and training to employees as needed.
Collaborate with key vendors who provide data cleaning, analytic, and marketing automation services for use in statistical reporting, analysis, prospect research and relationship management.
Collaborate with the Apollo Director of IT on database administration needs.
Execute tactics related to the digital marketing strategies for special events and programs including for Amateur Night and Apollo Presents shows.
Other duties as assigned.

Requirements:
Bachelor’s degree preferred.
2+ years of experience in CRM database administration experience.
Proficient with MS Office.
Experience with CSS, HTML, SQL, WordPress, Archtics, Adobe CS preferred.

Benefits:
We value our employees' time and efforts. Our commitment to your success is enhanced by competitive salary and our extensive benefits package including paid time off, medical, dental and vision benefits and future growth opportunities within the company. Plus, we work to maintain the best possible environment for our employees, where people can learn and grow with the company. We strive to provide a collaborative, creative environment where each person feels encouraged to contribute to our processes, decisions, planning and culture.

Equal employment opportunity and having a diverse staff are fundamental principles at the Apollo where employment and promotional opportunities are based upon individual capabilities and qualifications without regard to race, color, religion, gender, pregnancy, sexual orientation/preference, age, national origin, marital status, citizenship, disability, veteran status or any other protected characteristic as established under law.",
Sharepoint Business Analyst,3.9,0,ITL USA,11,"New York, NY","Infosys is hiring SharePoint business Analyst - In the role of Systems Engineer, you will contribute to the implementation of the Software Development lifecycle activities from development and testing to implementation and support activities as per project plan. You will develop code, create artifacts like test specifications, perform testing and implement relevant go live activities. You will have the opportunity to collaborate with some of the best talent in the industry to create innovative high quality and defect-free solutions to meet our clients’ business needs. You will be part of a learning culture, where teamwork and collaboration are encouraged, excellence is rewarded, and diversity is respected and valued

U.S. citizens and those lawfully authorized to work in the U.S. are encouraged to apply. Infosys will not sponsor H-1B or other work authorization for this role at this time.

Location for this position is in anywhere in USA. This position may require relocation and or travel

Qualifications
Basic
Bachelor’s degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education.

Preferred

Experience or willing to learn: MS SharePoint, .Net, C#
Business analysis, communication skills
Ability to work in team in diverse/ multiple stakeholder environment
Analytical skills
Experience and desire to work in a Global delivery environment

About Us
Infosys is a global leader in consulting, technology and outsourcing solutions. We enable clients, in more than 30 countries, to stay a step ahead of emerging business trends and outperform the competition. We help them transform and thrive in a changing world by co-creating breakthrough solutions that combine strategic insights and execution excellence.

EOE/Minority/Female/Veteran/Disabled/Sexual Orientation/Gender Identity/National Origin",11
Entry level/ Junior/ Fresher Data Analyst,4.5,0,"KGS Technology Group, Inc",36,"New York, NY",,11
Entry level / Fresher/ Junior Data Analyst,4.5,55000,"KGS Technology Group, Inc",36,"New York, NY",,24
Data Analyst,4.2,55000,UncommonGoods,174,"Brooklyn, NY 11220",,30
Audience Data Analyst,3.9,0,Dow Jones,198,"New York, NY 10176","Job Description:
The Wall Street Journal is looking for audience data analysts to help deliver critical digital insights and visualizations of them for the newsroom. These people will present insights to senior editors and help guide strategy across content areas and multiple ongoing projects. They will also be instrumental in the creation of new dashboards and metrics for the broader newsroom that will help with audience segmentation projects.
The Journal has a large digital audience that is quickly growing. As we grow, we are dedicated to understanding all of our audiences and the value we provide them. The audience data analysts are part of our new Data Solutions department, which is using data science and predictive modeling to help us engage better with our audiences.
The Data Solutions team is part of the Journal’s Strategy unit, which is an incubator for new technologies, audience growth, community and news innovation. As a member of Data Solutions, you will work closely with writers, video journalists, graphics designers, editors, product managers, engineers, designers, data scientists, artificial intelligence experts and more in a lively, collaborative project to discover new offerings of journalistic value. You will also work closely with newsroom leadership as well as the Journal’s visual, product, design and engineering departments. There is room in these roles to develop both journalism skills and data science skills, and career paths from these jobs can lead in multiple directions.
It’s essential to have an enthusiasm for news and the public mission of journalism in these jobs. The Journal is the most trusted news outlet in the country, and it has made great strides in recent years in integrating audience insights into the newsroom. This new team will build on that.
Requirements:
The ability to manage, organize and present data in a clear, concise and actionable format
Great communication skills to be able to teach editors and reporters how to use tools and think about audience data
The ability to turn raw data into visual insights to help support newsroom decisions.
Flexible workflow and ability to manage multiple assignments in a dynamic environment
Creativity and strong critical thinking skills
Top candidates will have strengths in multiple areas of the following:
Skills appropriate for advanced visual and data journalism, including knowledge of D3 and Illustrator; command of HTML, CSS and JS
Knowledge of Python (preferred) or R
Experience working in SQL
Mapping applications such as QGIS
Experience with Linux and cloud-based services. Experience with Tableau or Looker is helpful but not required.
Knowledge of data analytics tools, including Omniture, Google Analytics, Parse.ly or Chartbeat
Editorial/journalism background preferred
LI-JA1-WSJ
Dow Jones , Making Careers Newsworthy
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, or disability status. EEO/AA/M/F/Disabled/Vets .
Dow Jones is committed to providing reasonable accommodation for qualified individuals with disabilities, in our job application and/or interview process. If you need assistance or accommodation in completing your application, due to a disability, please reach out to us at TalentResourceTeam@dowjones.com . Please put “Reasonable Accommodation"" in the subject line.
Business Area: NEWS/WSJ
Job Category: News/Editorial Group
About Us
The Wall Street Journal is a global news organization that provides leading news, information, commentary and analysis. The Wall Street Journal engages readers across print, digital, mobile, social, and video. Building on its heritage as the preeminent source of global business and financial news, the Journal includes coverage of U.S. and world news, politics, arts, culture, lifestyle, sports, and health. It holds 38 Pulitzer Prizes for outstanding journalism. The Wall Street Journal is published by Dow Jones, a division of News Corp (NASDAQ: NWS, NWSA; ASX: NWS, NWSLV).
If you are a current employee at Dow Jones, do not apply here. Please go to the Career section on your Workday homepage and view ""Find Jobs - Dow Jones."" Thank you.
Req ID: 15841",30
