job_title,rating,average,company,reviews,location,datepost,lat,lon,skills
Junior Business Analyst,4,0,RSG Media,2,"New York, NY 10017",22,40.7524472,-73.9646461,
"Senior Business Analyst, Platform Services",3.7,0,Medidata Solutions,59,"New York, NY 10261",22,40.74123595,-73.35669117,R
Business Analyst,3.8,0,Dentsu Aegis Network,184,"New York, NY",22,40.7127281,-74.0060152,R
Data Analytics - Senior Analyst,,0,,,,22,0,0,"Python,SQL,R"
"Senior Financial Analyst, Technology/Data Operations - Corpo...",,0,Warner Music Group,152,"New York, NY 10019",22,40.7579089,-73.9854044,
Business Process Analyst â€“ RPA Performance Improvement,,0,Bloomberg,755,"New York, NY",22,40.7127281,-74.0060152,
Senior Data Strategist,,0,Grey Advertising,39,"New York, NY 10017",22,40.7524472,-73.9646461,"R,Microsoft-Office"
Senior Business Analyst,,0,Fox Corporation,608,"New York, NY",22,40.7127281,-74.0060152,R
"Senior Business Analyst, Platform Services",,0,Medidata Solutions,59,"New York, NY 10003",22,40.7127281,-74.0060152,SQL
Lead Business Analyst/Project Coordinator,3.5,0,BNY Mellon,4,"New York, NY",22,40.7127281,-74.0060152,R
Senior Business Analyst,4,0,Fox Corporation,608,"New York, NY",22,40.7127281,-74.0060152,
"Senior Business Analyst, Platform Services",3.7,0,Medidata Solutions,59,"New York, NY 10003",22,40.7127281,-74.0060152,R
Research Analyst,4.1,0,Viacom,607,"New York, NY 10036",21,40.7644002,-73.998863,"SQL,R,Data-Warehouse"
Senior Business Analyst,,0,,,,21,0,0,"Python,SQL,R,C/C++,AI"
"Business Intelligence Analyst, Product Focus",4.4,0,Justworks,12,"New York, NY 10001",21,40.72982535,-73.96075198,R
Practice Spclst Data Analyst,,0,Northwell Health,1,"Manhasset, NY 11030",21,40.7978787,-73.6995749,"SQL,R,Tableau"
Associate Data Analyst (AOS),,0,SS&C Advent,60,"New Rochelle, NY",21,40.9115386,-73.7826363,
"Data Integration and Reporting Specialist, Bureau of Environ...",,0,New York City DEPT OF HEALTH/MENTAL HYGIENE,305,"Manhattan, NY",21,40.7896239,-73.9598939,
Business Analyst : Reference Data/Securities Data,,0,,,,21,0,0,"R,Oracle"
Business Analyst,,0,,,,21,0,0,
Analyst - Data Integrity Group,3.4,0,Voya Financial,308,"New York, NY 10169",20,40.754603,-73.9756765,R
CIB data+design - Data Visualization & Interaction Associate,3.9,0,JP Morgan Chase,21,"New York, NY 10179",20,40.74123595,-73.35669117,"R,Data-Analysis"
2020 Data Science Intern,3.7,0,Guardian Life Insurance Company,540,"New York, NY",19,40.7127281,-74.0060152,"Python,SQL,Machine-Learning,R,Tableau,AWS,AI"
Anti-Financial Crime Data Quality Analyst - Assistant Vice P...,3.9,0,Deutsche Bank,2,"New York, NY",19,40.7127281,-74.0060152,R
2020 Data Science Intern,3.7,0,Guardian Life Insurance Company,540,"New York, NY",19,40.7127281,-74.0060152,
Analyst Fleet Strategy & Analysis,4.1,0,JetBlue Airways Corporation,911,"Long Island City, NY",19,40.7415237,-73.9571276,"Python,SQL,R,Linux"
Business Analyst,,0,,,,19,0,0,
Fixed Income Business / Product Analyst,,0,Morgan Stanley,3,"New York, NY",19,40.7127281,-74.0060152,R
Software Business Analyst,,0,,,,18,0,0,
Data Analyst,,80367.5,,,,18,0,0,R
Software Business Analyst,,0,,,,18,0,0,R
Senior Business Analyst,3.8,0,NYC Health + Hospitals,787,"New York, NY",18,40.7127281,-74.0060152,"SQL,R,Tableau,SAS"
Business Analyst,,0,,,,18,0,0,
Senior Business Analyst,3.1,0,MetroPlus Health Plan,131,"New York, NY",18,40.7127281,-74.0060152,R
Senior Data Analyst,,0,,,,18,0,0,"R,Tableau"
"Senior Analyst, Data Analytics",,0,,,,18,0,0,R
Data Modeling and Visualization Specialist,,0,,,,18,0,0,"SQL,R,Tableau"
Madewell Customer Data Science Sr. Analyst,3.7,0,Talent,49,"Long Island City, NY 11101",18,40.7415237,-73.9571276,"SQL,R,Tableau"
Business Analyst,,0,,,,18,0,0,"Python,SQL,Microsoft-Office"
"Research Analyst, GJNY",3.3,0,Vera Institute of Justice,9,"Brooklyn, NY 11232",18,40.6501038,-73.9495823,R
Business Analyst - Accounting,,0,,,,18,0,0,"Python,SQL,R,Hadoop,Spark,Tableau,Hive,NoSQL,Kafka"
"Digital Insights Analyst, GZERO Media",,0,Eurasia Group,6,"New York, NY 10017",18,40.7524472,-73.9646461,R
"Sr. Specialist, Business Technology Liaison-Business Analyst",,0,BNY Mellon,4,"New York, NY",18,40.7127281,-74.0060152,"R,Microsoft-Office"
Business Analyst - Investments,3.9,0,Church Pension Group Services Corporation,32,"New York, NY",17,40.7127281,-74.0060152,"R,Tableau,Azure"
Business Analyst - Accounting,,0,,,,17,0,0,"SQL,R,Tableau"
Analyst - Innovation & Data Analytics,4,0,Tishman Speyer,121,"New York, NY",17,40.7127281,-74.0060152,R
"Data Analyst II (SQL, Tableau)",2.8,0,Conduent,4,"New York, NY",17,40.7127281,-74.0060152,R
Data Analyst I,3.7,0,CASES,36,"Brooklyn, NY 11201",17,40.6501038,-73.9495823,
Business Intelligence Analyst,,0,,,,17,0,0,R
Senior Data Business Analyst,,0,,,,17,0,0,R
Data Analyst / Data Engineer,,0,MediaMath,17,"New York, NY 10018",17,40.7602435,-74.0028752,R
Customer Data Analyst,,0,Premier Inc.,118,"New York, NY 10019",17,40.7579089,-73.9854044,"Python,SQL,R,Spark,SAS,AWS"
Data Clinical Analyst,,0,,,,17,0,0,R
Administrative Specialist - Data Analysis and Assessment,,0,The City University of New York (CUNY),396,"New York, NY",17,40.7127281,-74.0060152,"R,Tableau,Microsoft-Office"
"Senior Analyst, Data Quality",,0,SiriusXM,217,"New York, NY 10001",17,40.72982535,-73.96075198,R
Senior Compliance Data Analyst,3.8,0,Square,85,"New York, NY 10018",17,40.7602435,-74.0028752,"SQL,R,SAS,Oracle"
Senior Data Analyst,2,0,Ready Responders,6,"New York, NY",17,40.7127281,-74.0060152,R
Business Analyst,3.5,0,New York City ADMIN FOR CHILDREN'S SVCS,391,"New York, NY 10038",17,40.7127281,-74.0060152,R
Business Intelligence Analyst,,0,Fox Corporation,608,"New York, NY",17,40.7127281,-74.0060152,"Python,R,SAS,Scripting"
"Data Analytics Manager, Corporate Research",,0,"iHeartMedia, Inc.",1,"New York, NY 10019",17,40.7579089,-73.9854044,"SQL,R,Tableau,Oracle,AI,Microsoft-Office"
"IT Business Analyst, Specialist",,0,BNY Mellon,4,"New York, NY",17,40.7127281,-74.0060152,"R,Oracle,AI"
"Assistant Manager, Marketing (Business Analyst)",,0,L'Oreal,2,"New York, NY 10001",17,40.72982535,-73.96075198,R
Business Analyst - Investments,,0,Church Pension Group Services Corporation,32,"New York, NY",17,40.7127281,-74.0060152,"SQL,R"
"Assistant Manager, Marketing (Business Analyst)",4.2,0,L'Oreal,2,"New York, NY 10001",17,40.72982535,-73.96075198,
"Human Resources Business Analyst, OHRM Program Management Of...",4,0,The City University of New York (CUNY),396,"New York, NY",17,40.7127281,-74.0060152,
Business Analyst II /Senior Business Analyst - GRS Actuarial...,3.6,0,Liberty Mutual Insurance,3,"New York, NY 10001",16,40.72982535,-73.96075198,R
Accounting Analyst,3.9,0,Accounting Principals,443,"Manhattan, NY",16,40.7896239,-73.9598939,"R,Microsoft-Office"
Business Analyst,3.9,0,Ralph Lauren,2,"New York, NY",16,40.7127281,-74.0060152,"SQL,R,Tableau"
Business Analyst,,112500,,,,16,0,0,R
Senior Data Analyst,,0,Eko,21,"New York, NY",16,40.7127281,-74.0060152,"Python,SQL,R,Tableau"
"Data Analyst, Digital",,0,ESSENCE Communications,11,"Brooklyn, NY",16,40.6501038,-73.9495823,"SQL,R"
Epic Radiant Analyst,,0,NYU Langone Health,1,"New York, NY 10016",16,40.7493074,-73.9794185,"R,AI"
Epic Radiant Analyst,,0,NYU Langone Health,1,"New York, NY 10016",16,40.7493074,-73.9794185,"R,Tableau"
Epic Radiant Analyst,,0,NYU Langone,1,"New York, NY",16,40.7127281,-74.0060152,
"Trust & Safety Analyst, Risk",,0,,,,16,0,0,R
Business Analyst II /Senior Business Analyst - GRS Actuarial...,3.6,0,Liberty Mutual Insurance,3,"New York, NY 10001",16,40.72982535,-73.96075198,R
Data Visualization Consultant,4,0,Accenture,17,"New York, NY 10011",16,40.7127281,-74.0060152,
Travel & Expense Compliance Analyst,,0,New Fortress Energy,5,"New York, NY",16,40.7127281,-74.0060152,"SQL,R"
"Business Analyst, Commerce Product, Peacock",,0,NBCUniversal,2,"New York, NY",16,40.7127281,-74.0060152,"SQL,R"
Staff Supply Chain - Demand Data Analyst,,0,GLOBALFOUNDRIES,568,"New York, NY",16,40.7127281,-74.0060152,
Senior Business Analyst,,0,"The Leading Hotels of the World, Ltd.",4,"New York, NY 10016",16,40.7493074,-73.9794185,"Python,SQL,R,Hadoop,Hive"
IT Business Analyst : Rates and Credit,,0,UBS,1,"New York, NY",16,40.7127281,-74.0060152,"R,Java,Oracle"
"Head of DataOps (Sr Director), Data & Analytics",,0,NYC Health + Hospitals,787,"New York, NY",16,40.7127281,-74.0060152,"SQL,R,Tableau,Data-Warehouse"
Business Analyst II /Senior Business Analyst - GRS Actuarial...,,0,Liberty Mutual Insurance,3,"New York, NY 10001",16,40.72982535,-73.96075198,R
"AVP, Business Analyst",,0,CIT Group,292,"New York, NY",16,40.7127281,-74.0060152,R
Associate Marketing Science Analyst,3.4,0,Analytic Partners,5,"New York, NY 10017",16,40.7524472,-73.9646461,"SQL,R"
Business Analyst,,0,,,,16,0,0,"SQL,R,Tableau"
Data Analyst,4.2,0,Warner Bros Careers,651,"New York, NY",15,40.7127281,-74.0060152,
Data Analyst,,0,,,,15,0,0,
Data Analyst,,0,,,,15,0,0,"SQL,R"
"AVP, Business Analyst",3.7,0,CIT Group,292,"New York, NY",15,40.7127281,-74.0060152,
"Data Analyst, Royalties and Accounting",4.3,0,Spotify,50,"New York, NY 10011",15,40.7127281,-74.0060152,
Data Analyst,3.7,0,New York Life Insurance Co,2,"New York, NY",15,40.7127281,-74.0060152,R
"Data Analyst II (SQL, Tableau)",2.8,0,Conduent,4,"New York, NY 10261",15,40.74123595,-73.35669117,
Associate Marketing Science Analyst,3.4,0,Analytic Partners,5,"New York, NY 10017",15,40.7524472,-73.9646461,R
Marketing Science Analyst,3.4,0,Analytic Partners,5,"New York, NY 10017",15,40.7524472,-73.9646461,
Data Analyst,3.8,0,Capgemini,6,"New York, NY 10036",15,40.7644002,-73.998863,R
Senior Marketing Science Analyst,3.4,21750,Analytic Partners,5,"New York, NY 10261",15,40.74123595,-73.35669117,R
Data Analyst,,55000,,,,15,0,0,R
Senior Marketing Science Analyst,3.4,0,Analytic Partners,5,"New York, NY 10017",15,40.7524472,-73.9646461,R
BUSINESS ANALYST,4.1,0,Montefiore Medical Center,1,"Bronx, NY 10458",15,40.85048545,-73.84040356,
"VP, Business Data Analyst",,0,,,,15,0,0,"Python,SQL,R,Java,Tableau"
Data Science Analyst I - Cardiology,,0,Mount Sinai,1,"New York, NY",15,40.7127281,-74.0060152,"SQL,R,Java,SAS,Oracle,Microsoft-Office"
eTrading Business Analyst,,0,JPMorgan Chase,21,"Brooklyn, NY 11245",15,40.6501038,-73.9495823,
eTrading Business Analyst,3.9,0,JPMorgan Chase,21,"Brooklyn, NY 11245",15,40.6501038,-73.9495823,"SQL,R,SAS,Oracle,Microsoft-SQL-Server"
"Data Scientist Intern, PhD, 2020",4.3,0,Google,3,"New York, NY 10011",15,40.7127281,-74.0060152,
Business Intelligence Analyst,,0,,,,15,0,0,"SQL,R,Java,Tableau"
Data Science Analyst III - Cardiology,3.9,0,Mount Sinai Health System,1,"New York, NY",15,40.7127281,-74.0060152,R
Web Analyst,,0,Weill Cornell Medicine,571,"New York, NY 10022",15,40.7607161,-73.9669623,"R,Tableau"
"Human Resources Data Analyst, OHRM Program Management Office",,0,The City University of New York (CUNY),396,"New York, NY",15,40.7127281,-74.0060152,R
"Data Analytics Manager, Royalties and Accounting",,0,Spotify,50,"New York, NY 10011",15,40.7127281,-74.0060152,R
"Data Analytics and Quality Assurance Manager, Royalties and...",,0,Spotify,50,"New York, NY 10011",15,40.7127281,-74.0060152,"SQL,R,Oracle,Data-Analysis"
Business Analyst- Portfolio Pricing Team,,0,,,,15,0,0,"SQL,R,Tableau"
Strategic Data Analytics Engagement Manager,,0,Medidata Solutions,59,"New York, NY 10003",15,40.7127281,-74.0060152,R
"Data Analytics and Quality Assurance Manager, Royalties and...",,0,Spotify,50,"New York, NY 10011",15,40.7127281,-74.0060152,"SQL,R,Tableau,SAS"
Data Analyst,3.9,0,BazaarVoice,64,"New York, NY",14,40.7127281,-74.0060152,"SQL,R"
Data Analyst,4.4,0,American Civil Liberties Union,85,"New York, NY 10036",14,40.7644002,-73.998863,
Data Analyst,4.4,0,ACLU,85,"New York, NY",14,40.7127281,-74.0060152,"SQL,R"
Data Intelligence Analyst,3.7,0,Medidata Solutions,59,"New York, NY 10003",14,40.7127281,-74.0060152,"SQL,R,Tableau,SAS"
Associate Marketing Science Analyst,3.4,0,Analytic Partners,5,"New York, NY 10261",14,40.74123595,-73.35669117,"R,Oracle"
Business Analyst,4.3,0,PSG Global Solutions,201,"New York, NY",14,40.7127281,-74.0060152,"SQL,R,Tableau,AI"
Research Data Analyst,3.8,0,CBRE,2,"New York, NY",14,40.7127281,-74.0060152,"R,SAS"
Sales Operations Analyst,,0,,,,14,0,0,R
Sales Analyst,4.3,0,Sony Music Entertainment,362,"New York, NY 10010",14,40.7392225,-73.97336,"R,Microsoft-Office"
Business Analyst - Grantmaking Solutions,3.6,0,Blackbaud,103,"New York, NY",14,40.7127281,-74.0060152,"R,Tableau,Microsoft-Office"
IT Business Analyst,3.2,0,Worldwide Flight Services,830,"Jamaica, NY",14,40.6914852,-73.8056771,"SQL,R,Tableau"
"Data Analyst, Bureau of Immunization",,0,New York City DEPT OF HEALTH/MENTAL HYGIENE,305,"Queens, NY 11101",14,40.6524927,-73.79142142,
Analyst | DEPARTMENT OF ENVIRONMENTAL PROTECTION,,0,New York City OFFICE OF MANAGEMENT & BUDGET,4,"Manhattan, NY 10007",14,40.7810178,-73.95929968,"R,Microsoft-Office"
Investigative Analyst / Records Examiner Supporting the USPI...,,0,Forfeiture Support Associates,112,"New York, NY 10007",14,40.7127281,-74.0060152,
IT Business Analyst,3.2,0,Worldwide Flight Services,830,"Jamaica, NY",14,40.6914852,-73.8056771,"Python,SQL,Machine-Learning,R,Spark,SAS,TensorFlow"
"Business Analyst, IT Strategy & Engagement",,0,New York University,991,"New York, NY",14,40.7127281,-74.0060152,R
"Senior Business Analyst, Ad Sales Solutions",,0,A+E Networks,127,"New York, NY",14,40.7127281,-74.0060152,"SQL,R"
Senior Systems Analyst (ETL),,0,New York University,991,"New York, NY",14,40.7127281,-74.0060152,"R,Tableau,Oracle"
IT Business Analyst,,0,Worldwide Flight Services,830,"Jamaica, NY",14,40.6914852,-73.8056771,R
"Senior Business Analyst, Ad Sales Solutions",,0,A+E Networks,127,"New York, NY",14,40.7127281,-74.0060152,
"Director, Data and Analytics Strategy Hub (DASH)",3.8,0,Planned Parenthood,1,"Manhattan, NY",14,40.7896239,-73.9598939,"Python,R,Java,Linux"
Data Intelligence Analyst,3.7,0,Medidata Solutions,59,"New York, NY 10261",13,40.74123595,-73.35669117,R
Senior Quality Data Analyst,3.6,0,VISITING NURSE SERVICE OF NEW YORK,264,"Manhattan, NY",13,40.7896239,-73.9598939,R
Marketing Science Analyst,3.4,48880,Analytic Partners,5,"New York, NY 10261",13,40.74123595,-73.35669117,R
Strategic Data Analytics Engagement Manager,3.7,0,Medidata Solutions,59,"New York, NY 10261",13,40.74123595,-73.35669117,R
Senior Quality Data Analyst,,0,VISITING NURSE SERVICE OF NEW YORK,264,"Manhattan, NY",13,40.7896239,-73.9598939,"R,Oracle,AI"
Business Intelligence Analyst,,0,,,,12,0,0,"R,Tableau"
Business Analyst,,0,,,,12,0,0,R
Sr Data Analyst,4.2,0,"Discovery Communications, LLC",369,"New York, NY 10022",12,40.7607161,-73.9669623,"R,Tableau"
Sharepoint Business Analyst,3.9,0,ITL USA,11,"New York, NY",11,40.7127281,-74.0060152,"Python,R,Tableau"
Entry level/ Junior/ Fresher Data Analyst,4.5,0,"KGS Technology Group, Inc",36,"New York, NY",11,40.7127281,-74.0060152,"R,Microsoft-Office"
Business Analyst,3.7,0,The Execu|Search Group,135,"New York, NY 10017",11,40.7524472,-73.9646461,R
Technical Business Analyst,,0,,,,11,0,0,"Python,R,Java"
Salesforce Business Analyst,5,0,Cloudsquare,10,"New York, NY",11,40.7127281,-74.0060152,R
"Data Analyst, Technology",,0,Triton Digital,13,"New York, NY 10036",11,40.7644002,-73.998863,"Python,Machine-Learning,R,Hadoop,Spark,Java,Big-Data,Scala,Azure"
Libor Transition - Project Manager/Business Analyst Hybrid,,0,HSBC,12,"New York, NY 10175",11,40.74123595,-73.35669117,R
Sharepoint Business Analyst,,0,ITL USA,11,"New York, NY",11,40.7127281,-74.0060152,"SQL,R"
Libor Transition - Project Manager/Business Analyst Hybrid,4,0,HSBC,12,"New York, NY 10175",11,40.74123595,-73.35669117,R
"Senior Data Analyst, Data Instrumentation",3,0,Disney Streaming Services,9,"New York, NY",10,40.7127281,-74.0060152,R
Business Analyst,3.9,93600,RightClick,8,"New York, NY",10,40.7127281,-74.0060152,R
Data Analyst,4.5,65000,CommonBond,4,"New York, NY",10,40.7127281,-74.0060152,"Python,SQL,R"
Data Analyst,4.4,0,New York District Attorney's Office,63,"New York, NY",10,40.7127281,-74.0060152,
Business Intelligence Analyst – People Analytics,3.9,0,Morgan Stanley,3,"New York, NY",10,40.7127281,-74.0060152,"SQL,R"
Healthcare Encounter Data Analyst,3.6,0,VISITING NURSE SERVICE OF NEW YORK,264,"Manhattan, NY",10,40.7896239,-73.9598939,R
Data Analyst - Account Analytics,3.5,0,MediaMath,17,"New York, NY 10018",10,40.7602435,-74.0028752,"R,Oracle"
Business Intelligence Analyst,3.7,0,Practising Law Institute,12,"New York, NY 10019",10,40.7579089,-73.9854044,R
Data Analyst,3.7,0,Vaco,231,"New York, NY",10,40.7127281,-74.0060152,"SQL,R"
Quality Assurance Analyst,,0,"iHeartMedia, Inc.",1,"New York, NY 10019",10,40.7579089,-73.9854044,R
Data Reporting Analyst II,,0,Horizon Blue Cross Blue Shield of New Jersey,611,"Newark, NJ",10,40.735657,-74.1723667,
Sales Analyst,,0,AT&T,38,"New York, NY",10,40.7127281,-74.0060152,"SQL,R"
Senior Data Analyst,,0,Shutterstock,61,"New York, NY",10,40.7127281,-74.0060152,
Sales Analyst,,0,,,,10,0,0,"R,AI"
Business Analyst,,0,,,,10,0,0,R
"Global Investment Research, Multi-Industry, Business Analyst...",,0,Goldman Sachs,1,"New York, NY 10282",10,40.7127281,-74.0060152,"SQL,R,Tableau,Oracle"
"Senior Business Analyst, Data Management & Business Intellig...",,0,AT&T,38,"New York, NY",10,40.7127281,-74.0060152,R
"Senior Business Analyst, Data Management & Business Intellig...",,0,,,,10,0,0,"R,AI"
"Associate Director, Reporting & Analytics",,0,Columbia University,962,"New York, NY",10,40.7127281,-74.0060152,R
Business Analyst,,0,RightClick,8,"New York, NY",10,40.7127281,-74.0060152,"Python,SQL,Machine-Learning,R,Tableau,AI,Data-Analysis"
Senior Revenue Strategy Analyst,4.4,0,Indeed,515,"New York, NY",9,40.7127281,-74.0060152,R
Business Intelligence Analyst,4.3,77500,Industrious,3,"New York, NY",9,40.7127281,-74.0060152,R
Senior Data Analyst,,0,,,,9,0,0,R
"Data Analyst, Behavioral Health Services",3.7,0,CASES,36,"New York, NY 10027",9,40.8088437,-73.9658566,
"Manager, Operations Strategic Data Analyst",,50552,,,,9,0,0,R
"Reporting Analyst, Sales & Revenue",3.3,0,LiveIntent,8,"New York, NY 10007",9,40.7127281,-74.0060152,"Python,SQL,R,Tableau"
"Data & Reporting Business Analyst - Kenilworth, NJ",2.4,0,Diversified,5,"New York, NY 10005",9,40.7127281,-74.0060152,R
Board Certified Behavior Analyst (BCBA),3.6,0,Achieve Beyond Pediatric Therapy & Autism Services,128,"Queens, NY",9,40.6524927,-73.79142142,"Java,Big-Data"
"Product Analyst, Business Intelligence",,0,,,,9,0,0,"R,Oracle"
Senior Business Analyst – Data Management,3.9,0,UBS,1,"New York, NY",9,40.7127281,-74.0060152,R
"Data Analyst I -Diagnostic, Molecular and Interventional Rad...",,0,Mount Sinai,1,"New York, NY",9,40.7127281,-74.0060152,
Lead Data Analyst,,0,Callisto Media,4,"New York, NY",9,40.7127281,-74.0060152,R
Customer Operations Data Analyst,,0,,,,9,0,0,"SQL,R,Data-Analysis,Microsoft-Office"
Financial Data Analyst - Portuguese Required,3.8,0,Moody's Investors Service,335,"New York, NY 10007",9,40.7127281,-74.0060152,"Python,SQL,Microsoft-Office"
Research Analyst,,0,,,,9,0,0,R
Business Analyst,,0,,,,9,0,0,"SQL,R,Microsoft-Office"
Business Intelligence Services Consultant,,0,Deloitte,8,"New York, NY 10112",9,40.7592545,-73.9798434,R
Junior Technical Business Analyst,,0,,,,9,0,0,"Python,SQL,R,Hadoop,Hive,SAS"
"Product Analyst, Business Intelligence",,0,,,,9,0,0,R
Global Strategic Insights Lead,,0,Google,3,"New York, NY 10011",9,40.7127281,-74.0060152,R
Business Data Analyst,,0,Emerge,13,"New York, NY 10019",9,40.7579089,-73.9854044,"SQL,R,Tableau,SAS,Microsoft-Office"
Senior Revenue Strategy Analyst,,0,Indeed,515,"New York, NY",9,40.7127281,-74.0060152,R
Financial Planning & Business Analyst,,0,,,,9,0,0,"SQL,Java,Tableau,SAS,Oracle"
Business Analyst,,0,,,,9,0,0,"Python,SQL,R"
"Reporting Analyst, Sales & Revenue",3.3,0,LiveIntent,8,"New York, NY 10007",9,40.7127281,-74.0060152,R
Senior Business Analyst,3.6,0,Liberty Mutual Insurance,3,"New York, NY 10001",8,40.72982535,-73.96075198,R
"Executive Assistant, Business Analyst",3.9,0,"Broadcast Music, Inc",51,"New York, NY 10019",8,40.7579089,-73.9854044,
Business Intelligence - Media Analyst,3.8,0,Converge,24,"New York, NY 10016",8,40.7493074,-73.9794185,SQL
Business Analyst-Expert (10232),,0,,,,8,0,0,"SQL,R,Microsoft-Office"
Business Analyst,4,0,Conde Nast,275,"New York, NY 10048",8,40.7127281,-74.0060152,"Python,SQL,AI"
Business Intelligence - Media Analyst,3.8,0,Converge,24,"New York, NY 10016",8,40.7493074,-73.9794185,"Python,SQL,R,Java,Tableau,SAS,AI"
Business Intelligence - Media Analyst,3.8,0,Converge,24,"New York, NY 10016",8,40.7493074,-73.9794185,R
Salesforce Business Analyst - Capital Markets,3.5,0,Michael Page,252,"New York, NY 10174",8,40.75134705,-73.975136,R
"Business Analyst, Global Business Development",4.3,0,Sony Music Entertainment,362,"New York, NY 10010",8,40.7392225,-73.97336,"SQL,R,Tableau,AI"
Sales Operations Analyst,4.3,0,Alloy,8,"New York, NY 10001",8,40.72982535,-73.96075198,R
Data Operations Analyst,,0,,,,8,0,0,"SQL,R"
Business Analyst,,0,,,,8,0,0,"Python,SQL,R"
Audience Data & Analytics Specialist,,0,,,,8,0,0,R
Statistical Analyst,3.8,0,American Heart Association,570,"New York, NY 10176",8,40.74123595,-73.35669117,
Business Analyst,,0,,,,8,0,0,R
Business Analyst,,0,,,,8,0,0,"SQL,R"
MARKET ANALYST CONSULTANT,,0,,,,8,0,0,R
MARKET ANALYST CONSULTANT,,0,,,,8,0,0,"SQL,R,Tableau,Data-Warehouse"
Senior Business Analyst,,0,Liberty Mutual Insurance,3,"New York, NY 10001",8,40.72982535,-73.96075198,R
"Executive Assistant, Business Analyst",,0,"Broadcast Music, Inc",51,"New York, NY 10019",8,40.7579089,-73.9854044,"R,Azure"
"Analyst, Data & Analysis",3.8,0,Digitas,177,"New York, NY 10104",7,40.7607965,-73.979648,"SQL,R,SAS"
Financial Data Analyst,3,0,VillageCare,30,"Manhattan, NY",7,40.7896239,-73.9598939,"R,AI"
"Analyst, Data & Analysis",3.8,90000,Digitas,177,"New York, NY 10014",7,40.7127281,-74.0060152,"Python,SQL,R,Tableau,SAS"
"Data Analyst, Business Intelligence",3.6,0,Taboola,7,"New York, NY 10010",7,40.7392225,-73.97336,"R,Spark,Tableau,AWS,Linux"
"Analyst, Data & Analysis",3.8,50000,Digitas,177,"New York, NY 10014",7,40.7127281,-74.0060152,"Python,SQL,R,AWS"
Data Analyst,,0,,,,7,0,0,"R,Tableau,Microsoft-Office"
Associate Business Analyst,3.5,0,Michael Page,252,"New York, NY 10174",7,40.75134705,-73.975136,
"Analyst, Data & Analysis",3.8,0,Digitas,177,"New York, NY 10014",7,40.7127281,-74.0060152,R
Project Manager/Business Analyst,3.5,0,Michael Page,252,"New York, NY 10261",7,40.74123595,-73.35669117,R
"Senior Analyst, Data & Analysis",3.8,0,Digitas,177,"New York, NY 10014",7,40.7127281,-74.0060152,R
"Analyst, Data & Analysis",3.8,0,Digitas,177,"New York, NY 10014",7,40.7127281,-74.0060152,
Data Analyst -Policy Analytics,2.8,20000,New York City TAXI & LIMOUSINE COMMISSION,21,"New York, NY 10004",7,40.7127281,-74.0060152,"SQL,R"
Clinical Informatics Analyst,3.3,0,Centene,1,"Rego Park, NY 11374",7,40.72293705,-73.86220652,R
"Senior Analyst, Data & Analysis",,0,Digitas,177,"New York, NY 10104",7,40.7607965,-73.979648,"Python,R,Java,AWS,Azure"
"Analyst, Data Architecture",,0,Spark Foundry,22,"New York, NY 10014",7,40.7127281,-74.0060152,"R,AI"
"Senior Analyst, Data & Analysis",,0,Digitas,177,"New York, NY 10014",7,40.7127281,-74.0060152,"R,AI"
"Senior Analyst, Data & Analysis",3.8,0,Digitas,177,"New York, NY 10104",7,40.7607965,-73.979648,"Python,SQL,R,Tableau"
Business Analyst,3.6,0,Softvision,17,"New York, NY",7,40.7127281,-74.0060152,"SQL,R,Tableau,SAS,Microsoft-Office"
Investment Analyst-Investment Solutions,,0,,,,7,0,0,"R,AI"
IT Business Analyst,,0,Starr Companies,49,"New York, NY",7,40.7127281,-74.0060152,R
"Senior Analyst, Data & Analysis",,0,Digitas,177,"New York, NY 10014",7,40.7127281,-74.0060152,"SQL,R,Java,Oracle"
"Senior Analyst, Data & Analysis",,0,Digitas,177,"New York, NY 10104",7,40.7607965,-73.979648,R
"Senior Analyst, Data & Analysis",,0,Digitas,177,"New York, NY 10014",7,40.7127281,-74.0060152,"R,Tableau"
P-Card Business Analyst for Monitoring & Reporting,,0,New York City DEPT OF CITYWIDE ADMIN SVCS,41,"New York, NY",7,40.7127281,-74.0060152,
"Senior Analyst, Data & Analysis",,0,Digitas,177,"New York, NY 10104",7,40.7607965,-73.979648,
Senior Business Analyst,,0,ASME INTERNATIONAL,2,"New York, NY 10019",7,40.7579089,-73.9854044,R
Business Objects Webintelligence Report Developer,,0,Avanade,247,"New York, NY",7,40.7127281,-74.0060152,
"Analyst, Data & Analysis",,0,Digitas,177,"New York, NY 10104",7,40.7607965,-73.979648,"SQL,R,Oracle,Microsoft-Office"
Business Objects Webintelligence Report Developer,3.7,0,Avanade,247,"New York, NY",7,40.7127281,-74.0060152,"SQL,R,Big-Data,Oracle,Azure"
Senior Business Analyst,4.5,0,ASME INTERNATIONAL,2,"New York, NY 10019",7,40.7579089,-73.9854044,R
Data Analyst-BA,,0,,,,6,0,0,"Python,SQL,R,Tableau,SAS"
Business Analyst,,0,,,,6,0,0,R
Tech Business/Data Analyst,,0,,,,6,0,0,"SQL,R,AI"
Business Analyst ‘Transaction reporting: CAT’ -- CTB,,0,,,,6,0,0,"R,Tableau"
